object,goal,gameID,word,group,count
lichinga,informative,8045-535a92e1-cdf7-4f65-b767-cce3ec716665,"['vibrant', 'landscapes', 'rich', 'cultural', 'heritage', 'Stars', 'Festival', 'lush', 'tropical', 'savanna', 'greenery', 'identity', 'unique', 'traditions', 'customs']",1,15
lichinga,informative,4754-d2fb43c1-6554-46a6-ba11-51e9fca03135,"['Lichinga', 'Mozambique', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'tropical', 'savanna', 'climate', 'Lake', 'Niassa']",2,15
lichinga,informative,4948-60dbb8ab-245e-4299-84d1-68c02daa5b5c,"['Lichinga', 'Niassa', 'Province', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'Arab', 'and', 'European', 'settlers']",1,18
lichinga,informative,7465-5e7bce6d-7597-49da-a305-774ebacc30ec,"['capital', 'climate', 'customs', 'Lake', 'of', 'Stars', 'Festival', 'celebrate', 'cultural', 'diversity', 'agricultural', 'essential', 'region', 'culture', 'Makua', 'influenced', 'unique', 'shaping', 'preserved', 'traditions']",2,20
lichinga,informative,4706-51e3dc9a-bc32-4983-9eba-1ca737df8143,"['located', 'northern', 'part', 'of', 'Mozambique', 'Makua', 'people', 'abundant', 'agricultural', 'production', 'capital', 'of', 'the', 'Niassa', 'Province', 'savanna', 'climate', 'wet', 'dry', 'seasons']",1,20
lichinga,informative,8995-91fe8da2-b43c-4781-abef-53c5b095dac2,"['landscapes', 'rolling', 'hills', 'wet', 'and', 'dry', 'seasons', 'higher', 'elevation', 'rich', 'cultural', 'heritage', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'economic', 'activity']",2,20
lichinga,informative,6527-5591a04b-dc16-4efb-8f19-f7d06bf6eb4f,"['Lichinga', 'is', 'a', 'vibrant', 'city', 'located', 'in', 'the', 'sunny', 'days', 'Despite', 'being', 'in', 'a', 'tropical', 'climate', 'zone', 'famous', 'celebrations']",1,19
lichinga,informative,1397-e6b1c9bc-aef2-4c30-afd4-938a75bf40ac,"['Lichinga', 'Mozambique', 'cashew', 'orchards', 'Niassa', 'Lake', 'Niassa', 'savanna', 'greenery', 'elevation', 'Makua', 'Lake', 'of', 'Stars', 'Festival', 'cashew']",2,16
lichinga,informative,8138-877eb7f9-7955-4517-abd4-ecb1fe62279f,"['Mozambique', 'capital', 'comfortable', 'Makua', 'Festival', 'celebrate', 'cashew', 'orchards', 'Niassa', 'Province', 'lush', 'landscapes', 'Niassa', 'Lake', 'tropical', 'climate']",1,16
lichinga,informative,4766-243d94fb-0413-4ce6-b5e5-a89a53ce6826,"['Lichinga', 'Mozambique', 'agricultural', 'orchards', 'landscapes', 'Lake', 'Niassa', 'higher', 'elevation', 'destination', 'culture', 'traditions', 'and', 'customs', 'Lake', 'of', 'Stars', 'Festival', 'cultural', 'event']",2,20
lichinga,informative,5307-b892070f-e302-45b5-b577-501f97263e89,"['Lichinga', 'Mozambique', 'Arab', 'European', 'Festival', 'annual', 'agricultural', 'cashew', 'economic', 'fertile', 'capital', 'Niassa', 'lush', 'tropical', 'rainfall', 'sunny', 'Makua', 'hills']",1,18
lichinga,informative,1182-50261a1c-4d3f-4949-84d7-bd2cde18ea91,"['located', 'capital', 'Makua', 'original', 'influenced', 'traditions', 'celebrations', 'celebrate', 'scene', 'cashew', 'economic', 'high-quality', 'surrounded', 'near', 'climate', 'distinct', 'seasons', 'moderates', 'comfortable', 'intertwined']",2,20
lichinga,informative,4480-98aaf340-ad34-49ff-a2e1-e0deeefb037b,"['Lichinga', 'Mozambique', 'music', 'arts', 'agricultural', 'cashew', 'community', 'cashew', 'landscapes', 'hills', 'savanna', 'greenery', 'sunny', 'traders', 'Lake', 'festival']",1,16
lichinga,informative,2030-58903a82-8e94-4c52-8d4a-a1358eba675c,"['northern', 'part', 'of', 'Mozambique', 'Lake', 'Niassa', 'tropical', 'savanna', 'Makua', 'people', 'music', 'art', 'and', 'cultural', 'diversity', 'agricultural', 'production', 'cashew']",2,18
lichinga,informative,4786-413b5043-7a29-4577-b52f-9dadb3c27a43,"['Lichinga', 'Mozambique', 'Lichinga', 'Makua', 'settlers', 'traditions', 'customs', 'heritage', 'Lake', 'Niassa', 'Niassa', 'Province', 'capital', 'Lake', 'Niassa', 'Lichinga', 'temperatures', 'sunny']",1,18
lichinga,informative,5043-32a8ad90-5b07-421a-afa2-8ec9b7ed63e4,"['Mozambique', 'Niassa', 'cashew', 'orchards', 'cashew', 'processing', 'regions', 'fertile', 'soil', 'Province', 'Lichinga', 'Makua', 'people', 'Lake', 'Stars', 'Festival', 'of']",2,17
lichinga,informative,5164-62c35a65-392e-48dc-90fe-8908674ebd5d,"['Lichinga', 'Mozambique', 'Lake', 'Niassa', 'tropical', 'climate', 'zone', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural', 'production', 'international', 'markets']",1,18
lichinga,informative,2047-1e8e965a-776f-48c4-9e49-a7913b7f7248,"['Lichinga', 'Mozambique', 'savanna', 'climate', 'influenced', 'by', 'various', 'traders', 'settlers', 'cultural', 'heritage', 'Lake', 'of', 'Stars', 'Festival', 'music', 'and', 'arts', 'scene', 'cashew']",2,20
lichinga,informative,2158-68c0035c-7102-4bc4-bf9d-f6c34401f3ab,"['vibrant', 'picturesque', 'cultural', 'diversity', 'cultural', 'attracting', 'opportunity', 'cashew', 'region', 'lush', 'landscapes', 'inhabitants', 'influenced', 'preserved', 'traditions', 'customs']",1,16
lichinga,informative,5500-d8634a74-a398-43e4-8000-6e45bc5fd9ce,"['Mozambique', 'Niassa', 'Province', 'tropical', 'elevation', 'Makua', 'Arab', 'and', 'European', 'settlers', 'traditions', 'and', 'customs', 'Lake', 'of', 'Stars', 'Festival']",2,17
lichinga,informative,5632-6ccf7562-e5d0-43aa-984c-b8ddb0724fcf,"['vibrant', 'city', 'event', 'abundant', 'agricultural', 'production', 'particularly', 'cultivation', 'of', 'cashew', 'nuts', 'Makua', 'Mozambique', 'traditions', 'customs', 'cultural', 'heritage', 'comfortable', 'major', 'cultural']",1,20
lichinga,informative,5605-ca161a21-77c2-4cae-bc03-3343e7ae06a5,"['Mozambique', 'Lake', 'Niassa', 'wet', 'and', 'dry', 'seasons', 'traders', 'celebrations', 'cultural', 'event', 'agricultural', 'production', 'essential', 'economic', 'activity']",2,16
lichinga,informative,9090-d1e6bf3b-ac88-4a4d-8ec1-ca9ef8a73671,"['Lichinga', 'experiences', 'a', 'tropical', 'savanna', 'climate', 'with', 'distinct', 'wet', 'and', 'dry', 'seasons', 'The', 'wet', 'season', 'lasts', 'from', 'November', 'to', 'April']",1,20
lichinga,informative,1196-f99002b7-e412-470c-82c1-1291f5331466,"['city', 'Mozambique', 'nut', 'orchards', 'hills', 'savanna', 'climate', 'rainfall', 'greenery', 'Makua', 'Lake', 'of', 'Stars', 'Festival', 'cashew']",2,15
lichinga,informative,3545-abd418ab-55b3-4e71-87c5-d60a28ec5200,"['Lichinga', 'is', 'a', 'vibrant', 'city', 'located', 'in', 'the', 'northern', 'part', 'of', 'Mozambique', 'It', 'serves', 'as', 'the', 'capital', 'of', 'the', 'Niassa']",1,20
lichinga,informative,1092-73995998-ae9e-4108-946c-98720e1d2179,"['Lichinga', 'capital', 'Lake', 'Niassa', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'influenced', 'by', 'various', 'traders', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural', 'production']",2,20
lichinga,informative,2149-b8a5c826-cd16-457e-92e3-d4cf619baea4,"['northern', 'Lake', 'Niassa', 'distinct', 'wet', 'dry', 'seasons', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'cashew', 'orchards']",1,15
lichinga,informative,7415-786b0b2c-9546-47bc-890e-db72ae68a5ca,"['Lichinga', 'Mozambique', 'European', 'settlers', 'abundant', 'agricultural', 'production', 'essential', 'economic', 'capital', 'Niassa', 'Province', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'influenced', 'traders', 'Arab']",2,20
lichinga,informative,4338-be5e1ab6-2cee-4f9c-87db-9d377ec7159d,"['Mozambique', 'capital', 'abundant', 'agricultural', 'cashew', 'fertile', 'domestic', 'international', 'markets', 'tropical', 'climate', 'savanna', 'elevation', 'influenced', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival']",1,20
lichinga,informative,1727-1263e59a-5ddb-4e2f-b0aa-21aab09d4522,"['the', 'capital', 'of', 'the', 'Niassa', 'Province', 'comfortable', 'and', 'inviting', 'destination', 'culture', 'of', 'the', 'Makua', 'Arab', 'and', 'European', 'settlers', 'unique', 'identity']",2,20
lichinga,informative,8396-43d7363a-7907-4798-81d1-dca213b77166,"['vibrant', 'Mozambique', 'tropical', 'savanna', 'climate', 'wet', 'and', 'dry', 'higher', 'elevation', 'music', 'festival', 'agricultural', 'production', 'cashew', 'nuts', 'fertile', 'favorable', 'climate']",1,19
lichinga,informative,0458-79b24ad4-6a45-499f-aab5-f8a8188544b1,"['Lichinga', 'Mozambique', 'Lake', 'Niassa', 'lush', 'landscapes', 'and', 'rolling', 'hills', 'tropical', 'climate', 'zone', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival']",2,18
lichinga,informative,6774-97f7e8c8-fe0a-4d31-bc44-2077bc8f585e,"['Lichinga', 'Mozambique', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'arts', 'scene', 'abundant', 'agricultural', 'production', 'cashew', 'nuts', 'international', 'markets']",1,20
lichinga,informative,3752-c40e0212-cd25-4e9a-b783-71bce95df9f4,"['Lichinga', 'Mozambique', 'Festival', 'of', 'Mozambique', 'cashew', 'domestic', 'international', 'markets', 'hills', 'Niassa', 'Lake', 'sunny', 'rainfall', 'Makua', 'Lake', 'Stars']",2,17
lichinga,informative,6946-6af62809-e456-4dbf-9de9-62df8ee623a0,"['a', 'vibrant', 'city', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'influenced', 'by', 'various', 'traders', 'and', 'Arab', 'and', 'European', 'settlers']",1,17
lichinga,informative,4384-5cf6fd5b-5886-4c4d-94d2-c45c26ec7d96,"['Mozambique', 'tropical', 'savanna', 'climate', 'with', 'distinct', 'wet', 'and', 'dry', 'seasons', 'citys', 'rich', 'cultural', 'heritage', 'agricultural', 'production', 'scene', 'of', 'the', 'region']",2,20
lichinga,informative,5059-add7c96e-cbaa-4194-ba9c-8c9d7c37f50a,"['Lichinga', 'lush', 'landscapes', 'rolling', 'hills', 'lush', 'greenery', 'heavy', 'rainfall', 'sunny', 'days', 'Makua', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'orchards']",1,19
lichinga,informative,3093-a190ea3c-0310-4a4c-8748-2a467aba5f3c,"['northern', 'Mozambique', 'art', 'cashew', 'nuts', 'orchards', 'soil', 'Arab', 'European', 'Niassa', 'capital', 'savanna', 'rainfall', 'greenery', 'Makua', 'Festival', 'music']",2,17
lichinga,informative,0521-4db693b8-3889-4f36-a810-16507bd5c7ef,"['Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cultivation', 'of', 'cashew', 'nuts', 'tropical', 'savanna', 'climate', 'with', 'distinct', 'wet', 'and', 'dry', 'seasons']",1,19
lichinga,informative,4520-4d218885-283d-4fb9-a91e-ae8c115edc9d,"['Lichinga', 'Mozambique', 'Niassa', 'Province', 'tropical', 'savanna', 'climate', 'elevation', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'production', 'cashew', 'nuts']",2,18
lichinga,informative,2303-1408c2ce-0ac8-4be2-919f-edfdb88889c0,"['Lichinga', 'Mozambique', 'rolling', 'hills', 'Lake', 'Niassa', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'celebrate', 'music', 'art', 'agricultural', 'production', 'cashew', 'economic', 'activity']",1,20
lichinga,informative,3718-2a12cbb9-cde1-4c6c-b7b7-d98a32f8f635,"['distinct', 'wet', 'and', 'dry', 'seasons', 'Lake', 'of', 'Stars', 'Festival', 'cultivation', 'of', 'cashew', 'nuts', 'surrounded', 'by', 'lush', 'landscapes', 'and', 'rolling', 'hills']",2,20
lichinga,informative,0712-185bd006-ab15-4cc2-84ff-5f96dcfb71e1,"['Mozambique', 'wet', 'season', 'dry', 'season', 'Makua', 'people', 'Arab', 'and', 'European', 'settlers', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'orchards']",1,17
lichinga,informative,0315-ee10b4f2-e33d-4cb4-9a2b-5864cd4cb3c3,"['Mozambique', 'Niassa', 'Province', 'Lake', 'Niassa', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'music', 'art', 'and', 'cultural', 'diversity', 'cashew', 'nuts']",2,18
lichinga,informative,5779-acd2f9aa-fca8-4eac-9ec4-196a2313f801,"['northern', 'part', 'of', 'Mozambique', 'Makua', 'people', 'have', 'preserved', 'their', 'traditions', 'and', 'customs', 'Lake', 'of', 'Stars', 'Festival']",1,16
lichinga,informative,9382-7a68facb-b873-4857-a6a3-4b0a5c942cab,"['cashew', 'nuts', 'Lake', 'of', 'Stars', 'Festival', 'Makua', 'people', 'heavy', 'rainfall', 'and', 'lush', 'greenery', 'Lichinga', 'Mozambique', 'lush', 'landscapes', 'and', 'rolling', 'hills']",2,20
lichinga,informative,8817-19eb25a3-81eb-47e9-a4bc-0e85a66def97,"['lush', 'landscapes', 'and', 'rolling', 'hills', 'Lake', 'Niassa', 'tropical', 'savanna', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'orchards']",1,17
lichinga,informative,2773-a25d6ff5-e190-436b-bc90-1931655b77aa,"['Lichinga', 'Mozambique', 'Niassa', 'Province', 'heavy', 'rainfall', 'sunny', 'days', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts']",2,16
lichinga,informative,8291-f5223c86-c915-447a-b1a7-015b5f01e654,"['Mozambique', 'lush', 'landscapes', 'orchards', 'fertile', 'Lake', 'Niassa', 'art', 'diversity', 'wet', 'season', 'dry', 'season', 'Makua', 'Arab', 'European', 'music', 'festival', 'agricultural', 'cashew']",1,20
lichinga,informative,6474-0e244a56-88b7-4d85-b800-2ecc9c3fb0c3,"['Lichinga', 'Mozambique', 'Lake', 'Niassa', 'tropical', 'savanna', 'Makua', 'Arab', 'and', 'European', 'settlers', 'Lake', 'of', 'Stars', 'Festival', 'music', 'and', 'arts', 'cashew', 'agricultural']",2,20
lichinga,informative,1742-66e05e6c-0d53-4f15-b5f5-8285babbce55,"['Lichinga', 'Lichinga', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'Arab', 'and', 'European', 'settlers', 'Lake', 'of', 'Stars', 'Festival', 'cultivation', 'of', 'cashew', 'nuts', 'landscapes']",1,20
lichinga,informative,3801-d4dab4e2-7a0c-4fa6-8aef-2d20ed562780,"['vibrant', 'city', 'lush', 'landscapes', 'traders', 'influenced', 'identity', 'celebrations', 'major', 'agricultural', 'cashew', 'essential', 'distinct', 'seasons', 'comfortable', 'destination', 'elevation', 'moderates', 'temperatures', 'Makua']",2,20
lichinga,informative,9600-899816b7-c228-4200-8813-bcaa57cf85fb,"['wet', 'and', 'dry', 'seasons', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'Lake', 'Niassa', 'cashew', 'nuts', 'capital', 'of', 'the', 'Niassa', 'Province']",1,19
lichinga,informative,6233-4013622f-c35e-4a05-87f3-b327f17271de,"['northern', 'part', 'of', 'Mozambique', 'lush', 'landscapes', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'fertile', 'soil', 'and', 'favorable', 'climate']",2,19
lichinga,informative,9009-ba3afd04-0c45-49b5-ac82-6f7c243dae0e,"['Lichinga', 'landscapes', 'European', 'Lake', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'production', 'cashew', 'soil', 'Lake', 'Niassa', 'savanna', 'greenery', 'sunny', 'comfortable', 'Makua', 'Arab']",1,20
lichinga,informative,7602-a9300525-14f4-41a4-a05d-3b91eebab03b,"['Lichinga', 'tropical', 'November', 'to', 'April', 'dry', 'season', 'May', 'to', 'October', 'influenced', 'by', 'Arab', 'European', 'settlers', 'Lake', 'of', 'Stars', 'Festival', 'cashew']",2,20
lichinga,informative,4780-e2fdaebd-f00f-4728-bb2a-32897e0ab87d,"['Lichinga', 'northern', 'part', 'of', 'Mozambique', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural', 'production', 'cashew', 'nuts']",1,19
lichinga,informative,2509-13a10fd3-1a8b-46a5-9646-ac4bc38f2ec3,"['vibrant', 'city', 'Lake', 'of', 'Stars', 'Festival', 'cashew', 'nuts', 'Mozambique', 'tropical', 'savanna', 'climate', 'wet', 'dry', 'heavy', 'rainfall', 'lush', 'greenery', 'comfortable', 'unique']",2,20
lichinga,informative,8189-fd945a69-1b91-49b0-bff7-94ae5b12db62,"['vibrant', 'city', 'located', 'in', 'the', 'northern', 'part', 'of', 'Mozambique', 'tropical', 'savanna', 'climate', 'history', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural', 'production']",1,20
lichinga,informative,1034-dc60f03f-e0b1-4689-8fbd-5ce00ae9ad14,"['Lichinga', 'Mozambique', 'Makua', 'Arab', 'European', 'heritage', 'celebrations', 'attracting', 'cashew', 'fertile', 'climate', 'markets', 'Niassa', 'climate', 'rainfall', 'wet', 'dry', 'temperatures', 'zone', 'elevation']",2,20
lichinga,informative,3400-275744e2-c88e-4483-a19f-13770351d8d7,"['Lichinga', 'Mozambique', 'production', 'cashew', 'nuts', 'fertile', 'soil', 'northern', 'Niassa', 'tropical', 'savanna', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'agricultural']",1,18
lichinga,informative,9457-e84451ae-5005-440d-baad-d3a4e626d1ab,"['Mozambique', 'Niassa', 'Province', 'cashew', 'nuts', 'Lake', 'Niassa', 'rainfall', 'greenery', 'sunny', 'Makua', 'people', 'traders', 'Arab', 'and', 'European', 'settlers', 'music', 'festival']",2,19
lichinga,informative,8496-f731ff5c-611c-4d15-b03d-6414aa74faa6,"['Lichinga', 'Niassa', 'Province', 'Lake', 'Niassa', 'heavy', 'rainfall', 'lush', 'greenery', 'Makua', 'people', 'traditions', 'and', 'customs', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'production']",1,20
lichinga,informative,0214-27bc3fbb-5d4e-45fa-800e-6be20972a377,"['Mozambique', 'Niassa', 'Province', 'cashew', 'nuts', 'cashew', 'orchards', 'Lake', 'Niassa', 'wet', 'season', 'dry', 'season', 'higher', 'elevation', 'Makua', 'traders', 'settlers', 'music', 'festival']",2,20
lichinga,informative,2251-2753f98b-247d-4d58-af58-15e1456fd35a,"['Mozambique', 'capital', 'Lake', 'Niassa', 'wet', 'and', 'dry', 'seasons', 'rainfall', 'sunny', 'moderates', 'the', 'temperatures', 'Makua', 'rich', 'cultural', 'heritage', 'Lake', 'of', 'Stars']",1,20
lichinga,informative,2680-8ddf6aa2-4be8-4140-978d-488cb617af53,"['cashew', 'agricultural', 'production', 'music', 'arts', 'tropical', 'savanna', 'climate', 'city', 'Mozambique', 'Lake', 'Niassa', 'elevation', 'temperatures', 'Arab', 'and', 'European', 'settlers', 'Festival']",2,19
lichinga,informative,1146-2afc5003-2c66-4749-82de-9fa16edf3c9b,"['Lichinga', 'Niassa', 'Province', 'Lake', 'Niassa', 'Lake', 'of', 'Stars', 'Festival', 'Makua', 'people', 'Arab', 'and', 'European', 'settlers', 'agricultural', 'production', 'cashew', 'nuts']",1,19
lichinga,informative,9220-e3353106-95a9-4ae0-a70d-ebd76ddebca5,"['Mozambique', 'Lichinga', 'wet', 'season', 'dry', 'season', 'culture', 'of', 'the', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural', 'production']",2,18
lichinga,informative,3331-e01746c5-12b4-4837-9081-d448ec840885,"['vibrant', 'city', 'capital', 'of', 'the', 'Niassa', 'Province', 'wet', 'and', 'dry', 'seasons', 'culture', 'of', 'the', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival']",1,20
lichinga,informative,1434-2c9e7e20-2b32-424b-b507-fcc0e569fea9,"['Lichinga', 'Mozambique', 'lush', 'greenery', 'Lake', 'Niassa', 'lush', 'landscapes', 'rolling', 'hills', 'music', 'art', 'cultural', 'diversity', 'cashew', 'nuts', 'Makua', 'people', 'heavy', 'rainfall']",2,20
lichinga,informative,0938-92be271c-bd94-4eeb-92fc-c2e2fc6dd1f5,"['Lichinga', 'Mozambique', 'Lake', 'Niassa', 'tropical', 'savanna', 'climate', 'lush', 'greenery', 'Makua', 'people', 'vibrant', 'music', 'and', 'arts', 'scene', 'cashew', 'orchards']",1,18
lichinga,informative,1184-db29f7d5-a4df-4fb3-92a3-79c515cfb9b7,"['Lichinga', 'northern', 'part', 'of', 'Mozambique', 'Niassa', 'Province', 'Lake', 'Niassa', 'November', 'to', 'April', 'May', 'to', 'October', 'Makua', 'Lake', 'of', 'Stars', 'Festival']",2,20
lichinga,informative,3562-50baa488-a8b3-4b9a-89b9-2a789cb7c1a3,"['surrounded', 'by', 'lush', 'landscapes', 'and', 'rolling', 'hills', 'higher', 'elevation', 'moderates', 'the', 'temperatures', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'abundant', 'agricultural']",1,20
lichinga,informative,1674-ed37db5e-13a9-4ced-a35a-5c68660e7297,"['nestled', 'in', 'a', 'picturesque', 'region', 'surrounded', 'by', 'lush', 'landscapes', 'and', 'rolling', 'hills', 'The', 'city', 'is', 'situated', 'near', 'Lake']",2,18
lichinga,informative,7637-887d2021-9ecd-43da-b81a-f37d66edd178,"['Lichinga', 'Lake', 'Niassa', 'higher', 'elevation', 'Makua', 'people', 'vibrant', 'music', 'and', 'arts', 'scene', 'of', 'the', 'region', 'cultivation', 'of', 'cashew', 'nuts']",1,19
lichinga,informative,2447-24c7ea4f-00c0-4a45-ab24-ffd8ae36713c,"['lush', 'landscapes', 'and', 'rolling', 'hills', 'elevation', 'moderates', 'the', 'temperatures', 'traditions', 'and', 'customs', 'Lake', 'of', 'Stars', 'Festival', 'cultivation', 'of', 'cashew', 'nuts']",2,20
lichinga,informative,4833-1008ad99-ab82-4890-be20-040137600300,"['lush', 'landscapes', 'and', 'rolling', 'hills', 'tropical', 'savanna', 'climate', 'with', 'distinct', 'wet', 'and', 'dry', 'seasons', 'heavy', 'rainfall', 'and', 'lush', 'greenery']",1,19
lichinga,informative,2924-8eac3969-7412-4657-a0d0-c86b3bdac4f2,"['Lichinga', 'Mozambique', 'Lake', 'Niassa', 'Niassa', 'Province', 'lush', 'greenery', 'Lake', 'of', 'Stars', 'Festival', 'art', 'Makua', 'people', 'cashew', 'nuts']",2,17
lichinga,informative,1614-8a61cad2-9b81-4aee-81f6-49c43bfc41cc,"['distinct', 'wet', 'and', 'dry', 'seasons', 'Lake', 'of', 'Stars', 'Festival', 'gathers', 'local', 'and', 'international', 'artists', 'cashew', 'nuts']",1,16
lichinga,informative,6152-18237c9d-ab1a-4c05-a0c9-476304939f78,"['city', 'northern', 'cashew', 'nuts', 'Mozambique', 'Niassa', 'Province', 'Lake', 'Niassa', 'Makua', 'people', 'original', 'inhabitants', 'Arab', 'European', 'settlers', 'cultural', 'diversity']",2,18
lichinga,informative,1883-e8a73c8e-dcd9-4f9f-a53a-4038aee21c66,"['city', 'Lichinga', 'cashew', 'markets', 'landscapes', 'hills', 'rainfall', 'greenery', 'traditions', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'customs']",1,15
lichinga,informative,3348-22b31dd3-e736-4c1c-b3fe-9b2cb1703ea4,"['Lichinga', 'northern', 'part', 'of', 'Mozambique', 'Lake', 'Niassa', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'music', 'festival', 'cashew', 'nuts', 'cashew', 'orchards']",2,18
lichinga,informative,8617-199f0926-4b8a-4e98-b233-6f033cbb9524,"['capital', 'of', 'the', 'Niassa', 'Province', 'Mozambique', 'tropical', 'savanna', 'climate', 'Makua', 'people', 'rich', 'cultural', 'heritage', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'production']",1,20
lichinga,informative,2165-441b1d10-a859-4963-9553-4fc503e47dd8,"['Niassa', 'Province', 'Mozambique', 'Lake', 'Niassa', 'wet', 'and', 'dry', 'seasons', 'Lake', 'of', 'Stars', 'Festival', 'music', 'festival', 'cashew']",2,16
lichinga,informative,7218-a9560cf6-d2cc-4a4e-9d54-ccf19396c219,"['Lichinga', 'Mozambique', 'people', 'settlers', 'Festival', 'music', 'art', 'agricultural', 'nuts', 'orchards', 'soil', 'markets', 'landscapes', 'hills', 'Lake', 'tropical', 'climate', 'rainfall', 'greenery', 'sunny']",1,20
lichinga,informative,1503-720988d0-b4ba-4759-88f0-1cdf75d86ba6,"['Lichinga', 'wet', 'and', 'dry', 'seasons', 'heavy', 'rainfall', 'lush', 'greenery', 'Mozambique', 'influenced', 'Arab', 'and', 'European', 'settlers', 'Lake', 'of', 'Stars', 'Festival']",2,19
lichinga,informative,5571-fdca7259-d2d6-485d-a1f6-1b427e41a131,"['Mozambique', 'Lake', 'Niassa', 'Makua', 'influenced', 'Arab', 'European', 'Lake', 'of', 'Stars', 'Festival', 'Lichinga', 'tropical', 'savanna', 'November', 'April', 'rainfall', 'May', 'October', 'dry']",1,20
lichinga,informative,1446-41024dcb-916d-40c2-941a-c150286f564b,"['vibrant', 'city', 'Mozambique', 'temperatures', 'sunny', 'higher', 'elevation', 'rich', 'cultural', 'heritage', 'arts', 'lush', 'landscapes', 'hills', 'tropical', 'rainfall', 'greenery', 'lush', 'heavy', 'pleasant']",2,20
lichinga,informative,8954-f642d542-7332-4771-91b7-3587506b750a,"['vibrant', 'city', 'capital', 'of', 'the', 'Niassa', 'Province', 'tropical', 'savanna', 'climate', 'Lake', 'of', 'Stars', 'Festival', 'cultivation', 'of', 'cashew', 'nuts', 'Makua', 'people']",1,20
lichinga,informative,6563-28bd5241-11a3-4588-956c-8ee70b1dedba,"['Lichinga', 'Lake', 'Niassa', 'heavy', 'rainfall', 'sunny', 'days', 'sunny', 'days', 'Makua', 'people', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'cashew', 'nuts']",2,20
lichinga,informative,7641-3e5e255c-5ec5-471f-bb2f-81604c5aa1ac,"['Mozambique', 'Niassa', 'Province', 'tropical', 'savanna', 'climate', 'wet', 'season', 'dry', 'season', 'Makua', 'people', 'rich', 'cultural', 'heritage', 'Lake', 'of', 'Stars', 'Festival', 'cashew']",1,20
lichinga,informative,1650-5bd14a3a-8150-424c-967d-2dca2beffe54,"['vibrant', 'city', 'located', 'in', 'the', 'northern', 'part', 'of', 'Mozambique', 'deeply', 'intertwined', 'with', 'the', 'culture', 'of', 'the', 'Makua', 'people']",2,18
lichinga,informative,1875-75ea36fd-0bee-495d-8fa4-75563ad9094a,"['Mozambique', 'landscapes', 'cashew', 'rolling', 'hills', 'Lake', 'Niassa', 'wet', 'dry', 'seasons', 'higher', 'elevation', 'Makua', 'people', 'Lake', 'of', 'Stars', 'Festival', 'agricultural', 'production']",1,20
lichinga,informative,2589-f5e1266d-0ea0-40ad-8570-117d14ff129f,"['Lichinga', 'Mozambique', 'culture', 'Makua', 'celebrations', 'music', 'festival', 'abundant', 'agricultural', 'production', 'cashew', 'nuts', 'tropical', 'savanna', 'climate', 'heavy', 'rainfall', 'greenery', 'higher', 'elevation']",2,20
